5;2020;1;3; D; 062.0; 068.7; 064.3; 060.5; 056.7; 053.1 
6;2020;1;3; D; 072.1; 077.9; 075.0; 070.0; 065.7; 062.3 
8;2020;1;3; D; 066.9; 073.1; 069.6; 065.3; 062.2; 058.2 
10;2020;1;3; D; 066.5; 073.8; 069.7; 063.0; 057.6; 053.6 
11;2020;1;3; D; 068.9; 075.0; 071.0; 067.5; 061.7; 055.4 
12;2020;1;3; D; 063.7; 071.3; 064.8; 061.6; 058.1; 055.2 
13;2020;1;3; D; 056.8; 064.8; 059.4; 054.6; 049.2; 043.7 
14;2020;1;3; D; 064.9; 071.9; 066.6; 063.7; 061.1; 058.8 
16;2020;1;3; D; 062.9; 068.4; 065.8; 061.9; 053.8; 045.8 
17;2020;1;3; D; 056.3; 064.8; 059.5; 053.7; 047.3; 042.3 
18;2020;1;3; D; 063.4; 066.7; 059.6; 052.9; 045.6; 042.0 
19;2020;1;3; D; 061.5; 069.5; 064.2; 058.7; 053.5; 050.5 
20;2020;1;3; D; 063.7; 074.8; 065.6; 059.0; 054.7; 050.0 
24;2020;1;3; D; 050.2; 057.7; 053.0; 048.3; 045.1; 042.0 
25;2020;1;3; D; 068.1; 070.7; 069.4; 067.9; 066.3; 064.9 
27;2020;1;3; D; 063.4; 073.5; 068.0; 054.8; 048.0; 044.6 
28;2020;1;3; D; 069.0; 076.2; 072.8; 065.8; 055.9; 049.1 
29;2020;1;3; D; 059.7; 067.9; 063.9; 055.5; 048.0; 043.5 
30;2020;1;3; D; 061.0; 069.8; 062.9; 058.7; 054.0; 050.7 
31;2020;1;3; D; 066.1; 074.5; 070.8; 061.2; 051.7; 049.2 
47;2020;1;3; D; 054.2; 065.6; 056.0; 050.0; 045.6; 043.4 
48;2020;1;3; D; 063.9; 068.7; 066.3; 063.0; 057.7; 054.2 
50;2020;1;3; D; 066.3; 071.6; 067.8; 065.0; 061.8; 059.1 
54;2020;1;3; D; 062.2; 067.8; 064.9; 061.4; 056.8; 051.5 
55;2020;1;3; D; 056.5; 065.0; 060.1; 052.6; 048.4; 045.6 
86;2020;1;3; D; 057.6; 067.2; 061.4; 054.1; 046.2; 041.6 
2;2020;1;3; E; 069.8; 075.3; 071.4; 069.0; 065.7; 063.1 
3;2020;1;3; E; 061.0; 068.5; 063.4; 059.1; 055.6; 052.6 
5;2020;1;3; E; 072.7; 088.3; 066.9; 061.5; 057.5; 054.1 
6;2020;1;3; E; 071.4; 078.0; 074.5; 069.6; 065.6; 062.4 
8;2020;1;3; E; 065.8; 072.0; 068.7; 064.5; 061.2; 058.4 
10;2020;1;3; E; 064.5; 072.6; 068.3; 061.8; 056.0; 051.5 
11;2020;1;3; E; 067.4; 073.7; 069.7; 066.4; 061.0; 055.9 
12;2020;1;3; E; 062.8; 071.1; 063.7; 060.6; 057.3; 054.6 
13;2020;1;3; E; 056.4; 063.7; 058.9; 054.8; 050.9; 047.3 
14;2020;1;3; E; 064.1; 069.9; 065.9; 063.3; 060.5; 057.8 
16;2020;1;3; E; 061.7; 067.7; 064.8; 060.6; 051.8; 046.0 
17;2020;1;3; E; 062.7; 074.0; 065.8; 057.4; 050.5; 047.3 
18;2020;1;3; E; 056.4; 064.2; 058.4; 052.5; 047.2; 045.0 
19;2020;1;3; E; 060.2; 068.0; 063.1; 057.3; 052.2; 049.1 
20;2020;1;3; E; 060.6; 068.8; 063.5; 057.9; 053.2; 050.5 
24;2020;1;3; E; 048.0; 055.8; 051.4; 045.6; 042.7; 042.0 
25;2020;1;3; E; 067.2; 069.9; 068.6; 067.1; 065.3; 063.1 
27;2020;1;3; E; 061.6; 072.1; 066.0; 053.5; 048.8; 045.4 
28;2020;1;3; E; 067.7; 075.3; 071.8; 063.9; 053.9; 047.0 
29;2020;1;3; E; 057.0; 065.4; 059.9; 048.8; 040.6; 036.3 
30;2020;1;3; E; 058.6; 066.2; 061.4; 055.7; 049.4; 046.0 
31;2020;1;3; E; 065.4; 073.3; 069.8; 061.7; 052.3; 049.2 
47;2020;1;3; E; 054.3; 067.5; 054.5; 046.7; 043.8; 042.2 
48;2020;1;3; E; 062.4; 067.0; 064.9; 062.1; 057.1; 053.0 
50;2020;1;3; E; 066.4; 071.0; 067.2; 064.4; 061.0; 058.6 
54;2020;1;3; E; 062.2; 067.7; 064.7; 061.2; 056.5; 051.7 
55;2020;1;3; E; 055.8; 063.9; 058.5; 051.4; 047.0; 045.0 
86;2020;1;3; E; 056.5; 066.0; 060.4; 052.2; 045.6; 043.2 
2;2020;1;3; N; 066.9; 073.5; 069.7; 064.6; 058.7; 055.2 
3;2020;1;3; N; 062.7; 069.3; 060.5; 053.4; 048.4; 046.0 
5;2020;1;3; N; 055.1; 063.6; 057.8; 049.5; 043.0; 041.1 
6;2020;1;3; N; 066.6; 074.1; 070.2; 063.5; 055.8; 049.5 
8;2020;1;3; N; 063.3; 071.3; 067.0; 060.8; 052.9; 047.2 
10;2020;1;3; N; 058.3; 069.0; 061.8; 052.4; 044.5; 041.4 
